order_item_id,customer_id,product_id,purchase_date,quantity,discount_pct,revenue
ORD-000027,CUST-00131,PROD-001,2026-06-08,1,0.0,2999.0
ORD-000028,CUST-00138,PROD-001,2026-04-24,1,0.0,2999.0
ORD-000029,CUST-00141,PROD-001,2026-03-18,1,0.0,2999.0
ORD-000030,CUST-00146,PROD-001,2026-03-27,1,0.0,2999.0
ORD-000031,CUST-00148,PROD-001,2026-06-08,1,0.0,2999.0
ORD-000032,CUST-00148,PROD-002,2026-07-03,1,0.0,1200.0
ORD-000033,CUST-00171,PROD-001,2026-03-22,1,0.0,2999.0
ORD-000034,CUST-00173,PROD-001,2026-04-09,1,0.0,2999.0
ORD-000035,CUST-00177,PROD-001,2026-04-06,1,0.0,2999.0
ORD-000036,CUST-00184,PROD-001,2026-05-21,1,0.0,2999.0
ORD-000037,CUST-00185,PROD-001,2026-05-21,1,0.0,2999.0
ORD-000038,CUST-00214,PROD-001,2026-05-01,1,0.0,2999.0
ORD-000039,CUST-00221,PROD-001,2026-06-04,1,0.0,2999.0
ORD-000040,CUST-00223,PROD-001,2026-03-12,1,0.0,2999.0
ORD-000041,CUST-00227,PROD-001,2026-04-19,1,0.0,2999.0
ORD-000042,CUST-00232,PROD-001,2026-06-02,1,0.0,2999.0
ORD-000043,CUST-00238,PROD-001,2026-05-08,1,0.0,2999.0
ORD-000044,CUST-00252,PROD-001,2026-05-31,1,0.0,2999.0
ORD-000045,CUST-00261,PROD-001,2026-03-16,1,0.0,2999.0
ORD-000046,CUST-00269,PROD-001,2026-04-13,1,0.0,2999.0
ORD-000047,CUST-00270,PROD-001,2026-05-07,1,0.0,2999.0
ORD-000048,CUST-00277,PROD-001,2026-05-13,1,0.0,2999.0
ORD-000049,CUST-00281,PROD-001,2026-04-23,1,0.0,2999.0
ORD-000050,CUST-00285,PROD-001,2026-04-18,1,0.0,2999.0
ORD-000051,CUST-00286,PROD-001,2026-05-18,1,0.0,2999.0
ORD-000052,CUST-00289,PROD-001,2026-06-08,1,0.0,2999.0
ORD-000053,CUST-00300,PROD-001,2026-04-07,1,0.0,2999.0
ORD-000054,CUST-00303,PROD-001,2026-04-24,1,0.0,2999.0
ORD-000055,CUST-00303,PROD-002,2026-05-19,1,0.0,1200.0
ORD-000056,CUST-00308,PROD-001,2026-04-23,1,0.0,2999.0
ORD-000057,CUST-00317,PROD-001,2026-03-17,1,0.0,2999.0
ORD-000058,CUST-00321,PROD-001,2026-05-24,1,0.0,2999.0
ORD-000059,CUST-00322,PROD-001,2026-04-18,1,0.0,2999.0
ORD-000060,CUST-00328,PROD-001,2026-03-26,1,0.0,2999.0
ORD-000061,CUST-00331,PROD-001,2026-05-11,1,0.0,2999.0
ORD-000062,CUST-00333,PROD-001,2026-04-19,1,0.0,2999.0
ORD-000063,CUST-00334,PROD-001,2026-06-05,1,0.0,2999.0
ORD-000064,CUST-00341,PROD-001,2026-05-09,1,0.0,2999.0
ORD-000065,CUST-00345,PROD-001,2026-05-08,1,0.0,2999.0
ORD-000066,CUST-00366,PROD-001,2026-06-06,1,0.0,2999.0
ORD-000067,CUST-00373,PROD-001,2026-05-14,1,0.0,2999.0
ORD-000068,CUST-00376,PROD-001,2026-06-06,1,0.0,2999.0
ORD-000069,CUST-00379,PROD-001,2026-05-24,1,0.0,2999.0
ORD-000070,CUST-00381,PROD-001,2026-04-13,1,0.0,2999.0
ORD-000071,CUST-00393,PROD-001,2026-04-24,1,0.0,2999.0
ORD-000072,CUST-00393,PROD-002,2026-05-21,1,0.0,1200.0
ORD-000073,CUST-00407,PROD-001,2026-05-05,1,0.0,2999.0
ORD-000074,CUST-00419,PROD-001,2026-05-26,1,0.0,2999.0
ORD-000075,CUST-00420,PROD-001,2026-06-02,1,0.0,2999.0
ORD-000076,CUST-00424,PROD-001,2026-05-16,1,0.0,2999.0
ORD-000077,CUST-00429,PROD-001,2026-05-20,1,0.0,2999.0
ORD-000078,CUST-00429,PROD-002,2026-06-20,1,0.0,1200.0
ORD-000079,CUST-00437,PROD-001,2026-05-06,1,0.0,2999.0
ORD-000080,CUST-00445,PROD-001,2026-05-06,1,0.0,2999.0
ORD-000081,CUST-00447,PROD-001,2026-03-16,1,0.0,2999.0
ORD-000082,CUST-00450,PROD-001,2026-05-02,1,0.0,2999.0
ORD-000083,CUST-00453,PROD-001,2026-05-13,1,0.0,2999.0
ORD-000084,CUST-00458,PROD-001,2026-05-06,1,0.0,2999.0
ORD-000085,CUST-00462,PROD-001,2026-03-21,1,0.0,2999.0
ORD-000086,CUST-00467,PROD-001,2026-04-10,1,0.0,2999.0
ORD-000087,CUST-00482,PROD-001,2026-05-20,1,0.0,2999.0
ORD-000088,CUST-00492,PROD-001,2026-04-03,1,0.0,2999.0
ORD-000089,CUST-00500,PROD-001,2026-06-02,1,0.0,2999.0
ORD-000090,CUST-00509,PROD-001,2026-03-31,1,0.0,2999.0
ORD-000091,CUST-00513,PROD-001,2026-04-10,1,0.0,2999.0
ORD-000092,CUST-00514,PROD-001,2026-04-07,1,0.0,2999.0
ORD-000093,CUST-00518,PROD-001,2026-04-09,1,0.0,2999.0
ORD-000094,CUST-00521,PROD-001,2026-03-13,1,0.0,2999.0
ORD-000095,CUST-00527,PROD-001,2026-03-14,1,0.0,2999.0
ORD-000096,CUST-00531,PROD-001,2026-04-13,1,0.0,2999.0
ORD-000097,CUST-00542,PROD-001,2026-03-11,1,0.0,2999.0
ORD-000098,CUST-00555,PROD-001,2026-06-02,1,0.0,2999.0
ORD-000099,CUST-00556,PROD-001,2026-05-06,1,0.0,2999.0
ORD-000100,CUST-00563,PROD-001,2026-04-21,1,0.0,2999.0
ORD-000101,CUST-00586,PROD-001,2026-03-22,1,0.0,2999.0
ORD-000102,CUST-00588,PROD-001,2026-04-11,1,0.0,2999.0
ORD-000103,CUST-00605,PROD-001,2026-03-17,1,0.0,2999.0
ORD-000104,CUST-00608,PROD-001,2026-04-13,1,0.0,2999.0
ORD-000105,CUST-00610,PROD-001,2026-05-21,1,0.0,2999.0
ORD-000106,CUST-00612,PROD-001,2026-05-11,1,0.0,2999.0
ORD-000107,CUST-00613,PROD-001,2026-03-25,1,0.0,2999.0
ORD-000108,CUST-00618,PROD-001,2026-05-16,1,0.0,2999.0
ORD-000109,CUST-00623,PROD-001,2026-04-26,1,0.0,2999.0
ORD-000110,CUST-00625,PROD-001,2026-03-29,1,0.0,2999.0
ORD-000111,CUST-00639,PROD-001,2026-04-21,1,0.0,2999.0
ORD-000112,CUST-00642,PROD-001,2026-05-02,1,0.0,2999.0
ORD-000113,CUST-00651,PROD-001,2026-04-26,1,0.0,2999.0
ORD-000114,CUST-00662,PROD-001,2026-05-11,1,0.0,2999.0
ORD-000115,CUST-00673,PROD-001,2026-05-04,1,0.0,2999.0
ORD-000116,CUST-00681,PROD-001,2026-05-07,1,0.0,2999.0
ORD-000117,CUST-00707,PROD-001,2026-06-05,1,0.0,2999.0
ORD-000118,CUST-00707,PROD-002,2026-06-17,1,0.0,1200.0
ORD-000119,CUST-00719,PROD-001,2026-05-25,1,0.0,2999.0
ORD-000120,CUST-00723,PROD-001,2026-04-11,1,0.0,2999.0
ORD-000121,CUST-00728,PROD-001,2026-03-15,1,0.0,2999.0
ORD-000122,CUST-00744,PROD-001,2026-04-21,1,0.0,2999.0
ORD-000123,CUST-00747,PROD-001,2026-05-03,1,0.0,2999.0
ORD-000124,CUST-00753,PROD-001,2026-05-23,1,0.0,2999.0
ORD-000125,CUST-00759,PROD-001,2026-05-10,1,0.0,2999.0
ORD-000126,CUST-00763,PROD-001,2026-05-11,1,0.0,2999.0
ORD-000127,CUST-00773,PROD-001,2026-05-16,1,0.0,2999.0
ORD-000128,CUST-00784,PROD-001,2026-06-08,1,0.0,2999.0
ORD-000129,CUST-00802,PROD-001,2026-03-31,1,0.0,2999.0
ORD-000130,CUST-00805,PROD-001,2026-05-02,1,0.0,2999.0
ORD-000131,CUST-00810,PROD-001,2026-03-25,1,0.0,2999.0
ORD-000132,CUST-00814,PROD-001,2026-05-23,1,0.0,2999.0
ORD-000133,CUST-00821,PROD-001,2026-03-25,1,0.0,2999.0
ORD-000134,CUST-00821,PROD-002,2026-04-22,1,0.0,1200.0
ORD-000135,CUST-00827,PROD-001,2026-04-04,1,0.0,2999.0
ORD-000136,CUST-00835,PROD-001,2026-05-14,1,0.0,2999.0
ORD-000137,CUST-00847,PROD-001,2026-03-13,1,0.0,2999.0
ORD-000138,CUST-00850,PROD-001,2026-03-16,1,0.0,2999.0
ORD-000139,CUST-00865,PROD-001,2026-04-19,1,0.0,2999.0
ORD-000140,CUST-00866,PROD-001,2026-03-30,1,0.0,2999.0
ORD-000141,CUST-00872,PROD-001,2026-03-31,1,0.0,2999.0
ORD-000142,CUST-00874,PROD-001,2026-05-12,1,0.0,2999.0
ORD-000143,CUST-00875,PROD-001,2026-04-14,1,0.0,2999.0
ORD-000144,CUST-00884,PROD-001,2026-05-17,1,0.0,2999.0
ORD-000145,CUST-00891,PROD-001,2026-06-03,1,0.0,2999.0
ORD-000146,CUST-00891,PROD-002,2026-06-08,1,0.0,1200.0
ORD-000147,CUST-00892,PROD-001,2026-04-14,1,0.0,2999.0
ORD-000148,CUST-00893,PROD-001,2026-05-09,1,0.0,2999.0
ORD-000149,CUST-00904,PROD-001,2026-03-13,1,0.0,2999.0
ORD-000150,CUST-00914,PROD-001,2026-05-01,1,0.0,2999.0
ORD-000151,CUST-00923,PROD-001,2026-04-15,1,0.0,2999.0
ORD-000152,CUST-00949,PROD-001,2026-04-09,1,0.0,2999.0
ORD-000153,CUST-00949,PROD-002,2026-05-05,1,0.0,1200.0
ORD-000154,CUST-00950,PROD-001,2026-05-18,1,0.0,2999.0
ORD-000155,CUST-00955,PROD-001,2026-05-19,1,0.0,2999.0
ORD-000156,CUST-00958,PROD-001,2026-05-23,1,0.0,2999.0
ORD-000157,CUST-00963,PROD-001,2026-05-13,1,0.0,2999.0
ORD-000158,CUST-00967,PROD-001,2026-06-07,1,0.0,2999.0
ORD-000159,CUST-00977,PROD-001,2026-05-18,1,0.0,2999.0
ORD-000160,CUST-00980,PROD-001,2026-03-22,1,0.0,2999.0
ORD-000161,CUST-00985,PROD-001,2026-05-26,1,0.0,2999.0
ORD-000162,CUST-00991,PROD-001,2026-05-01,1,0.0,2999.0
ORD-000163,CUST-00992,PROD-001,2026-06-03,1,0.0,2999.0
ORD-000164,CUST-01001,PROD-001,2026-06-09,1,0.0,2999.0
ORD-000165,CUST-01004,PROD-001,2026-05-08,1,0.0,2999.0
ORD-000166,CUST-01006,PROD-001,2026-03-16,1,0.0,2999.0
ORD-000167,CUST-01010,PROD-001,2026-05-13,1,0.0,2999.0
ORD-000168,CUST-01011,PROD-001,2026-05-11,1,0.0,2999.0
ORD-000169,CUST-01011,PROD-002,2026-05-20,1,0.0,1200.0
ORD-000170,CUST-01014,PROD-001,2026-03-27,1,0.0,2999.0
ORD-000171,CUST-01019,PROD-001,2026-03-27,1,0.0,2999.0
ORD-000172,CUST-01036,PROD-001,2026-05-21,1,0.0,2999.0
ORD-000173,CUST-01049,PROD-001,2026-04-25,1,0.0,2999.0
ORD-000174,CUST-01051,PROD-001,2026-06-09,1,0.0,2999.0
ORD-000175,CUST-01056,PROD-001,2026-05-07,1,0.0,2999.0
ORD-000176,CUST-01062,PROD-001,2026-05-23,1,0.0,2999.0
ORD-000177,CUST-01064,PROD-001,2026-05-24,1,0.0,2999.0
ORD-000178,CUST-01069,PROD-001,2026-05-25,1,0.0,2999.0
ORD-000179,CUST-01078,PROD-001,2026-05-30,1,0.0,2999.0
ORD-000180,CUST-01083,PROD-001,2026-03-26,1,0.0,2999.0
ORD-000181,CUST-01110,PROD-001,2026-04-07,1,0.0,2999.0
ORD-000182,CUST-01116,PROD-001,2026-03-21,1,0.0,2999.0
ORD-000183,CUST-01121,PROD-001,2026-03-13,1,0.0,2999.0
ORD-000184,CUST-01123,PROD-001,2026-05-08,1,0.0,2999.0
ORD-000185,CUST-01128,PROD-001,2026-03-25,1,0.0,2999.0
ORD-000186,CUST-01142,PROD-001,2026-04-18,1,0.0,2999.0
ORD-000187,CUST-01154,PROD-001,2026-04-10,1,0.0,2999.0
ORD-000188,CUST-01155,PROD-001,2026-04-29,1,0.0,2999.0
ORD-000189,CUST-01159,PROD-001,2026-03-21,1,0.0,2999.0
ORD-000190,CUST-01160,PROD-001,2026-04-10,1,0.0,2999.0
ORD-000191,CUST-01164,PROD-001,2026-06-02,1,0.0,2999.0
ORD-000192,CUST-01168,PROD-001,2026-05-10,1,0.0,2999.0
ORD-000193,CUST-01170,PROD-001,2026-06-01,1,0.0,2999.0
ORD-000194,CUST-01171,PROD-001,2026-05-09,1,0.0,2999.0
ORD-000195,CUST-01180,PROD-001,2026-04-13,1,0.0,2999.0
ORD-000196,CUST-01181,PROD-001,2026-04-19,1,0.0,2999.0
ORD-000197,CUST-01195,PROD-001,2026-04-23,1,0.0,2999.0
ORD-000198,CUST-01199,PROD-001,2026-05-09,1,0.0,2999.0
ORD-000199,CUST-01200,PROD-001,2026-05-27,1,0.0,2999.0
ORD-000200,CUST-01207,PROD-001,2026-03-25,1,0.0,2999.0
ORD-000201,CUST-01212,PROD-001,2026-04-19,1,0.0,2999.0
ORD-000202,CUST-01216,PROD-001,2026-06-05,1,0.0,2999.0
ORD-000203,CUST-01217,PROD-001,2026-05-28,1,0.0,2999.0
ORD-000204,CUST-01217,PROD-002,2026-07-04,1,0.0,1200.0
ORD-000205,CUST-01225,PROD-001,2026-04-08,1,0.0,2999.0
ORD-000206,CUST-01229,PROD-001,2026-06-01,1,0.0,2999.0
ORD-000207,CUST-01232,PROD-001,2026-03-27,1,0.0,2999.0
ORD-000208,CUST-01233,PROD-001,2026-05-03,1,0.0,2999.0
ORD-000209,CUST-01235,PROD-001,2026-03-17,1,0.0,2999.0
ORD-000210,CUST-01244,PROD-001,2026-05-26,1,0.0,2999.0
ORD-000211,CUST-01245,PROD-001,2026-04-25,1,0.0,2999.0
ORD-000212,CUST-01254,PROD-001,2026-05-03,1,0.0,2999.0
ORD-000213,CUST-01255,PROD-001,2026-04-01,1,0.0,2999.0
ORD-000214,CUST-01257,PROD-001,2026-06-07,1,0.0,2999.0
ORD-000215,CUST-01258,PROD-001,2026-04-13,1,0.0,2999.0
ORD-000216,CUST-01268,PROD-001,2026-03-15,1,0.0,2999.0
ORD-000217,CUST-01270,PROD-001,2026-05-26,1,0.0,2999.0
ORD-000218,CUST-01270,PROD-002,2026-06-10,1,0.0,1200.0
ORD-000219,CUST-01272,PROD-001,2026-03-21,1,0.0,2999.0
ORD-000220,CUST-01275,PROD-001,2026-05-30,1,0.0,2999.0
ORD-000221,CUST-01278,PROD-001,2026-06-05,1,0.0,2999.0
ORD-000222,CUST-01284,PROD-001,2026-04-10,1,0.0,2999.0
ORD-000223,CUST-01285,PROD-001,2026-03-25,1,0.0,2999.0
ORD-000224,CUST-01289,PROD-001,2026-04-03,1,0.0,2999.0
ORD-000225,CUST-01291,PROD-001,2026-03-19,1,0.0,2999.0
ORD-000226,CUST-01292,PROD-001,2026-04-22,1,0.0,2999.0
ORD-000227,CUST-01295,PROD-001,2026-03-12,1,0.0,2999.0
ORD-000228,CUST-01299,PROD-001,2026-05-16,1,0.0,2999.0
ORD-000229,CUST-01303,PROD-001,2026-05-28,1,0.0,2999.0
ORD-000230,CUST-01311,PROD-001,2026-04-22,1,0.0,2999.0
ORD-000231,CUST-01313,PROD-001,2026-04-14,1,0.0,2999.0
ORD-000232,CUST-01326,PROD-001,2026-03-31,1,0.0,2999.0
ORD-000233,CUST-01328,PROD-001,2026-05-31,1,0.0,2999.0
ORD-000234,CUST-01329,PROD-001,2026-06-01,1,0.0,2999.0
ORD-000235,CUST-01332,PROD-001,2026-06-06,1,0.0,2999.0
ORD-000236,CUST-01336,PROD-001,2026-05-11,1,0.0,2999.0
ORD-000237,CUST-01347,PROD-001,2026-03-21,1,0.0,2999.0
ORD-000238,CUST-01355,PROD-001,2026-05-26,1,0.0,2999.0
ORD-000239,CUST-01358,PROD-001,2026-04-01,1,0.0,2999.0
ORD-000240,CUST-01362,PROD-001,2026-03-31,1,0.0,2999.0
ORD-000241,CUST-01369,PROD-001,2026-04-10,1,0.0,2999.0
ORD-000242,CUST-01371,PROD-001,2026-03-16,1,0.0,2999.0
ORD-000243,CUST-01381,PROD-001,2026-05-22,1,0.0,2999.0
ORD-000244,CUST-01386,PROD-001,2026-06-09,1,0.0,2999.0
ORD-000245,CUST-01402,PROD-001,2026-05-08,1,0.0,2999.0
ORD-000246,CUST-01405,PROD-001,2026-06-01,1,0.0,2999.0
ORD-000247,CUST-01408,PROD-001,2026-05-07,1,0.0,2999.0
ORD-000248,CUST-01411,PROD-001,2026-06-09,1,0.0,2999.0
ORD-000249,CUST-01414,PROD-001,2026-06-03,1,0.0,2999.0
ORD-000250,CUST-01418,PROD-001,2026-04-16,1,0.0,2999.0
ORD-000251,CUST-01419,PROD-001,2026-03-26,1,0.0,2999.0
ORD-000252,CUST-01441,PROD-001,2026-05-26,1,0.0,2999.0
ORD-000253,CUST-01443,PROD-001,2026-03-18,1,0.0,2999.0
ORD-000254,CUST-01447,PROD-001,2026-04-26,1,0.0,2999.0
ORD-000255,CUST-01452,PROD-001,2026-04-08,1,0.0,2999.0
ORD-000256,CUST-01460,PROD-001,2026-04-09,1,0.0,2999.0
ORD-000257,CUST-01467,PROD-001,2026-03-13,1,0.0,2999.0
ORD-000258,CUST-01471,PROD-001,2026-04-07,1,0.0,2999.0
ORD-000259,CUST-01475,PROD-001,2026-06-07,1,0.0,2999.0
ORD-000260,CUST-01489,PROD-001,2026-05-10,1,0.0,2999.0
ORD-000261,CUST-01493,PROD-001,2026-04-22,1,0.0,2999.0
ORD-000262,CUST-01505,PROD-001,2026-05-15,1,0.0,2999.0
ORD-000263,CUST-01508,PROD-001,2026-04-11,1,0.0,2999.0
ORD-000264,CUST-01511,PROD-001,2026-04-09,1,0.0,2999.0
ORD-000265,CUST-01514,PROD-001,2026-05-30,1,0.0,2999.0
ORD-000266,CUST-01514,PROD-002,2026-06-13,1,0.0,1200.0
ORD-000267,CUST-01532,PROD-001,2026-04-09,1,0.0,2999.0
ORD-000268,CUST-01533,PROD-001,2026-04-02,1,0.0,2999.0
ORD-000269,CUST-01534,PROD-001,2026-05-10,1,0.0,2999.0
ORD-000270,CUST-01534,PROD-002,2026-05-27,1,0.0,1200.0
ORD-000271,CUST-01542,PROD-001,2026-05-22,1,0.0,2999.0
ORD-000272,CUST-01543,PROD-001,2026-05-08,1,0.0,2999.0
ORD-000273,CUST-01543,PROD-002,2026-05-19,1,0.0,1200.0
ORD-000274,CUST-01544,PROD-001,2026-04-09,1,0.0,2999.0
ORD-000275,CUST-01544,PROD-002,2026-05-02,1,0.0,1200.0
ORD-000276,CUST-01551,PROD-001,2026-03-20,1,0.0,2999.0
ORD-000277,CUST-01551,PROD-002,2026-04-15,1,0.0,1200.0
ORD-000278,CUST-01552,PROD-001,2026-04-11,1,0.0,2999.0
ORD-000279,CUST-01554,PROD-001,2026-03-14,1,0.0,2999.0
ORD-000280,CUST-01558,PROD-001,2026-04-26,1,0.0,2999.0
ORD-000281,CUST-01559,PROD-001,2026-05-13,1,0.0,2999.0
ORD-000282,CUST-01562,PROD-001,2026-04-14,1,0.0,2999.0
ORD-000283,CUST-01572,PROD-001,2026-03-30,1,0.0,2999.0
ORD-000284,CUST-01576,PROD-001,2026-04-30,1,0.0,2999.0
ORD-000285,CUST-01587,PROD-001,2026-05-25,1,0.0,2999.0
ORD-000286,CUST-01589,PROD-001,2026-04-27,1,0.0,2999.0
ORD-000287,CUST-01591,PROD-001,2026-04-09,1,0.0,2999.0
ORD-000288,CUST-01595,PROD-001,2026-03-15,1,0.0,2999.0
ORD-000289,CUST-01600,PROD-001,2026-03-20,1,0.0,2999.0
ORD-000290,CUST-01608,PROD-001,2026-04-11,1,0.0,2999.0
ORD-000291,CUST-01612,PROD-001,2026-04-24,1,0.0,2999.0
ORD-000292,CUST-01614,PROD-001,2026-04-19,1,0.0,2999.0
ORD-000293,CUST-01627,PROD-001,2026-03-19,1,0.0,2999.0
ORD-000294,CUST-01642,PROD-001,2026-05-10,1,0.0,2999.0
ORD-000295,CUST-01647,PROD-001,2026-05-13,1,0.0,2999.0
ORD-000296,CUST-01649,PROD-001,2026-03-26,1,0.0,2999.0
ORD-000297,CUST-01661,PROD-001,2026-04-09,1,0.0,2999.0
ORD-000298,CUST-01667,PROD-001,2026-05-30,1,0.0,2999.0
ORD-000299,CUST-01675,PROD-001,2026-05-02,1,0.0,2999.0
ORD-000300,CUST-01675,PROD-002,2026-05-18,1,0.0,1200.0
ORD-000301,CUST-01680,PROD-001,2026-05-05,1,0.0,2999.0
ORD-000302,CUST-01696,PROD-001,2026-03-28,1,0.0,2999.0
ORD-000303,CUST-01698,PROD-001,2026-05-18,1,0.0,2999.0
ORD-000304,CUST-01704,PROD-001,2026-05-05,1,0.0,2999.0
ORD-000305,CUST-01706,PROD-001,2026-03-12,1,0.0,2999.0
ORD-000306,CUST-01708,PROD-001,2026-03-20,1,0.0,2999.0
ORD-000307,CUST-01708,PROD-002,2026-04-10,1,0.0,1200.0
ORD-000308,CUST-01713,PROD-001,2026-03-30,1,0.0,2999.0
ORD-000309,CUST-01718,PROD-001,2026-05-21,1,0.0,2999.0
ORD-000310,CUST-01720,PROD-001,2026-04-25,1,0.0,2999.0
ORD-000311,CUST-01726,PROD-001,2026-05-08,1,0.0,2999.0
ORD-000312,CUST-01738,PROD-001,2026-06-06,1,0.0,2999.0
ORD-000313,CUST-01754,PROD-001,2026-05-04,1,0.0,2999.0
ORD-000314,CUST-01758,PROD-001,2026-05-14,1,0.0,2999.0
ORD-000315,CUST-01759,PROD-001,2026-05-25,1,0.0,2999.0
ORD-000316,CUST-01761,PROD-001,2026-03-21,1,0.0,2999.0
ORD-000317,CUST-01767,PROD-001,2026-05-03,1,0.0,2999.0
ORD-000318,CUST-01774,PROD-001,2026-04-07,1,0.0,2999.0
ORD-000319,CUST-01821,PROD-001,2026-05-15,1,0.0,2999.0
ORD-000320,CUST-01822,PROD-001,2026-03-23,1,0.0,2999.0
ORD-000321,CUST-01837,PROD-001,2026-03-15,1,0.0,2999.0
ORD-000322,CUST-01858,PROD-001,2026-04-30,1,0.0,2999.0
ORD-000323,CUST-01863,PROD-001,2026-04-11,1,0.0,2999.0
ORD-000324,CUST-01865,PROD-001,2026-05-02,1,0.0,2999.0
ORD-000325,CUST-01869,PROD-001,2026-05-18,1,0.0,2999.0
ORD-000326,CUST-01872,PROD-001,2026-06-06,1,0.0,2999.0
ORD-000327,CUST-01879,PROD-001,2026-05-26,1,0.0,2999.0
ORD-000328,CUST-01881,PROD-001,2026-05-30,1,0.0,2999.0
ORD-000329,CUST-01888,PROD-001,2026-04-28,1,0.0,2999.0
ORD-000330,CUST-01893,PROD-001,2026-05-21,1,0.0,2999.0
ORD-000331,CUST-01904,PROD-001,2026-04-28,1,0.0,2999.0
ORD-000332,CUST-01905,PROD-001,2026-03-15,1,0.0,2999.0
ORD-000333,CUST-01911,PROD-001,2026-03-30,1,0.0,2999.0
ORD-000334,CUST-01915,PROD-001,2026-03-11,1,0.0,2999.0
ORD-000335,CUST-01938,PROD-001,2026-06-04,1,0.0,2999.0
ORD-000336,CUST-01944,PROD-001,2026-05-30,1,0.0,2999.0
ORD-000337,CUST-01966,PROD-001,2026-04-25,1,0.0,2999.0
ORD-000338,CUST-01969,PROD-001,2026-05-09,1,0.0,2999.0
ORD-000339,CUST-01975,PROD-001,2026-03-14,1,0.0,2999.0
ORD-000340,CUST-01986,PROD-001,2026-05-01,1,0.0,2999.0
ORD-000341,CUST-01992,PROD-001,2026-05-16,1,0.0,2999.0
ORD-000342,CUST-02002,PROD-001,2026-05-22,1,0.0,2999.0
ORD-000343,CUST-02006,PROD-001,2026-04-12,1,0.0,2999.0
ORD-000344,CUST-02010,PROD-001,2026-05-27,1,0.0,2999.0
ORD-000345,CUST-02014,PROD-001,2026-05-09,1,0.0,2999.0
ORD-000346,CUST-02019,PROD-001,2026-05-11,1,0.0,2999.0
ORD-000347,CUST-02030,PROD-001,2026-05-05,1,0.0,2999.0
ORD-000348,CUST-02035,PROD-001,2026-05-03,1,0.0,2999.0
ORD-000349,CUST-02038,PROD-001,2026-05-21,1,0.0,2999.0
ORD-000350,CUST-02046,PROD-001,2026-03-23,1,0.0,2999.0
ORD-000351,CUST-02057,PROD-001,2026-04-25,1,0.0,2999.0
ORD-000352,CUST-02057,PROD-002,2026-05-23,1,0.0,1200.0
ORD-000353,CUST-02072,PROD-001,2026-06-04,1,0.0,2999.0
ORD-000354,CUST-02080,PROD-001,2026-05-01,1,0.0,2999.0
ORD-000355,CUST-02081,PROD-001,2026-04-11,1,0.0,2999.0
ORD-000356,CUST-02100,PROD-001,2026-05-30,1,0.0,2999.0
ORD-000357,CUST-02118,PROD-001,2026-03-29,1,0.0,2999.0
ORD-000358,CUST-02120,PROD-001,2026-03-28,1,0.0,2999.0
ORD-000359,CUST-02127,PROD-001,2026-04-24,1,0.0,2999.0
ORD-000360,CUST-02129,PROD-001,2026-04-07,1,0.0,2999.0
ORD-000361,CUST-02134,PROD-001,2026-06-09,1,0.0,2999.0
ORD-000362,CUST-02154,PROD-001,2026-04-10,1,0.0,2999.0
ORD-000363,CUST-02155,PROD-001,2026-03-23,1,0.0,2999.0
ORD-000364,CUST-02169,PROD-001,2026-05-21,1,0.0,2999.0
ORD-000365,CUST-02173,PROD-001,2026-03-31,1,0.0,2999.0
ORD-000366,CUST-02183,PROD-001,2026-04-16,1,0.0,2999.0
